player_name,year,team,base_salary,prorated_bonus,,guaranteed_salary,capnumber,cap_percent,cash_paid
Malcolm Koonce,2024,Raiders,1341540,248720,,0,1590260,0.6%,1341540
Dorance Armstrong Jr.,2024,Commanders,1125000,3000000,,1125000,5135000,1.9%,17055000
Azeez Al-Shaair,2024,Texans,1500000,2200000,,1500000,3950000,1.5%,12573529
Evan Engram,2024,Jaguars,2000000,2500000,,2000000,7000000,2.6%,10264706
Davon Hamilton,2024,Jaguars,1420000,2000000,,1420000,5772941,2.1%,9920000
David Onyemata,2024,Falcons,1225000,6425000,,1225000,7650000,2.9%,8500000
Rob Havenstein,2024,Rams,6500000,2003294,,5000000,14703294,5.7%,11500000
Kaleb McGary,2024,Falcons,10500000,2000000,,5500000,12500000,4.8%,10500000
Erik McCoy,2024,Saints,1125000,5395000,,1125000,6520000,2.5%,10100000
Jalen Thompson,2024,Cardinals,8300000,2000000,,0,12467750,4.6%,8440000
Brandon Stephens,2024,Ravens,3116000,210154,,0,3326154,1.3%,3116000
Nate Hobbs,2024,Raiders,3366000,75763,,,3441763,1.3%,3366000
Josh Jacobs,2024,Packers,1200000,3125000,,0,5395588,2.0%,14800000
Dalton Schultz,2024,Texans,5000000,2500000,,5000000,7941176,3.1%,13000000
Grant Delpit,2024,Browns,1055000,2036000,,1820000,3766000,1.3%,5910000
Darius Slayton,2024,Giants,2500000,1750000,,2600000,7950000,3.1%,5805882
Austin Jackson,2024,Dolphins,1125000,1000000,,1125000,4577113,1.8%,8090568
Cam Robinson,2024,Vikings,3600000,0,,0,2470588,0.9%,3000000
Alvin Kamara,2024,Saints,4710000,9971471,,1743333,16193236,6.3%,21621765
Pat Freiermuth,2024,Steelers,1100000,2536033,,1100000,3636033,1.4%,11600000
Patrick Mekari,2024,Ravens,4350000,0,,0,6350000,2.5%,4850000
Cole Kmet,2024,Bears,9900000,1600000,,9900000,11600000,4.5%,10000000
Jeremiah Owusu-Koramoah,2024,Browns,1055000,1917119,,1820000,3812119,1.3%,8343122
Joey Bosa,2024,Chargers,8000000,18111666,,8000000,26111666,9.9%,15000000
Lloyd Cushenberry,2024,Titans,1390000,4525000,,1900000,6425000,2.5%,19730000
Ben Powers,2024,Broncos,1125000,5425000,,1125000,6550000,2.5%,12000000
Terron Armstead,2024,Dolphins,1210000,7816750,,1210000,10559103,4.1%,14515000
Jamel Dean,2024,Buccaneers,12000000,2284000,,12000000,14666353,5.8%,12352941
Grover Stewart,2024,Colts,4490000,2000000,,7990000,10530000,4.0%,14470000
D.J. Jones,2024,Broncos,9490000,2988334,,0,12988334,5.0%,10000000
Talanoa Hufanga,2024,49ers,4890000,60038,,0,4950038,1.7%,4890000
Jalen Pitre,2024,Texans,1519040,923079,,1519040,2442119,0.9%,1519040
Carl Granderson,2024,Saints,1170000,4080000,,1170000,5250000,2.0%,10170000
Damien Lewis,2024,Panthers,1125000,3750000,,1125000,4900000,1.9%,16150000
Darnell Mooney,2024,Falcons,2000000,5000000,,2000000,7480000,2.9%,17480000
Khalil Shakir,2024,Bills,985000,86788,,0,1071788,0.4%,985000
Jonathon Cooper,2024,Broncos,1971000,1225168,,586111,3196168,1.2%,7971000
Walker Little,2024,Jaguars,1599323,2225764,,444256,3925087,1.5%,7699323
Frank Ragnow,2024,Lions,7900000,1200000,,2489360,12800000,5.0%,8000000
Kyler Gordon,2024,Bears,1494358,873714,,1195487,2368072,0.9%,1494358
Patrick Queen,2024,Steelers,2250000,3863333,,2250000,6113333,2.4%,13840000
David Njoku,2024,Browns,1210000,2977000,,3000000,9645000,3.3%,13882353
Courtland Sutton,2024,Broncos,1125000,6200000,,0,7825000,3.0%,15000000
Mark Andrews,2024,Ravens,7000000,2032611,,4000000,16907611,6.7%,11000000
Daniel Jones,2024,Vikings,1125000,0,,0,0,0.0%,0
Haason Reddick,2024,Jets,14249900,1068345,,0,9776617,3.8%,9500000
Jonathan Taylor,2024,Colts,7804000,2562000,,8314000,10786000,4.1%,8224000
Drew Dalman,2024,Falcons,3116000,194181,,0,3310181,1.3%,3116000
Grady Jarrett,2024,Falcons,15250000,4125000,,1000000,20375000,7.9%,16250000
Wyatt Teller,2024,Browns,1500000,7110300,,2000000,11610300,4.0%,13764706
Dalvin Tomlinson,2024,Browns,1210000,3017000,,1210000,6502000,2.2%,11555588
Ryan Ramczyk,2024,Saints,1210000,11083321,,1210000,12293321,4.8%,6500000
Cameron Heyward,2024,Steelers,1300000,11306250,,1300000,12606250,4.9%,16000000
Harold Landry,2024,Titans,17250000,6550000,,17250000,23800000,9.2%,17250000
Jonah Jackson,2024,Rams,8000000,5666665,,8000000,13666665,5.3%,16500000
Nick Bolton,2024,Chiefs,2991000,400734,,0,3516734,1.4%,3116000
Kyle Dugger,2024,Patriots,2000000,4500000,,2000000,7500000,2.8%,20764706
Arik Armstead,2024,Jaguars,1500000,2500000,,1500000,4500000,1.7%,14500000
Jonah Williams,2024,Cardinals,2500000,3500000,,2500000,6610000,2.4%,16780000
Javon Hargrave,2024,49ers,1210000,6175000,,1125000,9270882,3.1%,15117353
Cooper Kupp,2024,Rams,15000000,9780000,,20000000,29780000,11.6%,20000000
Jamien Sherwood,2024,Jets,1055000,88714,,0,1143714,0.4%,1055000
Jaylon Moore,2024,49ers,1055000,80759,,0,1135759,0.4%,1055000
Derrick Henry,2024,Ravens,1210000,3895000,,1210000,5105000,2.0%,11000000
Cam Bynum,2024,Vikings,3116000,179453,,0,3295453,1.3%,3116000
Javon Kinlaw,2024,Jets,1410000,1100000,,1410000,2850000,1.1%,8000000
Tershawn Wharton,2024,Chiefs,2575000,167500,,2575000,1292500,0.5%,2742500
Dayo Odeyingbo,2024,Colts,1502391,463187,,0,1965578,0.8%,1502391
Jevon Holland,2024,Dolphins,3366000,924801,,0,4290801,1.7%,3366000
Joel Bitonio,2024,Browns,1210000,4458000,,3000000,12135000,4.2%,16000000
Zach Allen,2024,Broncos,1125000,6575000,,1125000,7700000,3.0%,15250000
Jessie Bates III,2024,Falcons,1750000,8250000,,1750000,10000000,3.9%,13000000
Orlando Brown Jr.,2024,Bengals,4500000,7775000,,3000000,16398000,6.2%,8359000
Kevin Dotson,2024,Rams,7000000,1416666,,11250000,12666666,4.9%,15500000
D.J. Reed,2024,Jets,10500000,4695000,,0,15636176,6.0%,10911765
Terence Steele,2024,Cowboys,1625000,4125000,,1625000,6500000,2.5%,8000000
Trevon Moehrig,2024,Raiders,3366000,775457,,0,4141457,1.6%,3366000
T.J. Hockenson,2024,Vikings,1125000,5335000,,1125000,7021176,2.7%,10294118
Xavier McKinney,2024,Packers,1450000,5750000,,0,7800000,2.9%,25050000
Alex Highsmith,2024,Steelers,1125000,5602000,,0,6727000,2.6%,10733000
Jonathan Allen,2024,Commanders,14000000,6000000,,0,21441176,8.1%,14970588
Elgton Jenkins,2024,Packers,3500000,4800000,,5100000,14464706,5.4%,9700000
Zack Baun,2024,Eagles,1125000,475000,,1125000,1600000,0.6%,4500000
Ed Oliver,2024,Bills,2250000,2950000,,10000000,9725000,3.8%,15100000
Cameron Jurgens,2024,Eagles,1332548,550095,,0,1882643,0.7%,1332548
Taylor Moton,2024,Panthers,6300000,13847916,,3000000,23347916,9.0%,17500000
Chase Young,2024,Saints,2700000,2272000,,1170000,3912000,1.5%,13000000
Bryce Huff,2024,Eagles,1125000,3225000,,1125000,4350000,1.7%,17000000
Travis Kelce,2024,Chiefs,5750000,2551944,,17000000,19551944,7.7%,17000000
Christian Benford,2024,Bills,985000,48570,,0,1033570,0.4%,985000
Jerry Jeudy,2024,Browns,1125000,3575000,,1125000,4700000,1.6%,19000000
Joe Thuney,2024,Chiefs,15500000,10971713,,2000000,26971713,10.7%,16000000
Will Fries,2024,Colts,3116000,21344,,0,3137344,1.2%,3116000
Vita Vea,2024,Buccaneers,15500000,5023887,,13362000,20994475,8.3%,15970588
Mike McGlinchey,2024,Broncos,1125000,6275000,,1125000,7400000,2.9%,15000000
Deommodore Lenoir,2024,49ers,2200000,2671217,,468889,4871217,1.6%,15200000
Christian Kirk,2024,Jaguars,14500000,7884000,,1000000,24236941,9.0%,16235294
Carlton Davis,2024,Lions,8000000,3274485,,0,4529485,1.8%,14500000
Byron Murphy,2024,Vikings,8300000,1400000,,4500000,11000000,4.2%,10100000
Khalil Mack,2024,Chargers,1255000,27140000,,1255000,25395000,9.7%,19000000
Paulson Adebo,2024,Saints,3366000,257274,,0,3623274,1.4%,3366000
Charvarius Ward,2024,49ers,12560000,4901000,,0,18401000,6.2%,12900000
Quinn Meinerz,2024,Broncos,1055000,2510154,,1055000,3565154,1.4%,12555000
Creed Humphrey,2024,Chiefs,1125000,3951856,,1125000,5151856,2.0%,19200000
Tremaine Edmunds,2024,Bears,14900000,2437500,,19900000,22437500,8.6%,20000000
Spencer Brown,2024,Bills,1055000,1499036,,1055000,2584036,1.0%,7485000
Budda Baker,2024,Cardinals,14200000,6986250,,2366666,22086250,8.2%,27745000
Kolton Miller,2024,Raiders,12255998,3375000,,0,15680998,6.0%,12305998
Bradley Chubb,2024,Dolphins,6000000,9111488,,6000000,15851488,6.2%,19850000
Minkah Fitzpatrick,2024,Steelers,14500000,6855000,,0,21355000,8.3%,14500000
Samuel Cosmi,2024,Commanders,1116000,4544649,,1116000,5660649,2.1%,21116000
Brian O'Neill,2024,Vikings,14400000,8019111,,12000000,23019111,8.8%,15000000
Tytus Howard,2024,Texans,1125000,7075000,,1125000,8552941,3.3%,14470588
Christian McCaffrey,2024,49ers,1210000,5002000,,1210000,6682588,2.3%,15617647
Jaylon Johnson,2024,Bears,7900000,5000000,,7900000,13000000,5.0%,27900000
Jonathan Greenard,2024,Vikings,1890000,3300000,,2500000,5800000,2.2%,19000000
Derwin James,2024,Chargers,12750000,4106494,,3415529,19148161,7.3%,12041667
Michael Onwenu,2024,Patriots,2000000,7500000,,2000000,11000000,4.1%,25800000
Trey McBride,2024,Cardinals,1277696,440393,,0,1718089,0.6%,1277696
L'Jarius Sneed,2024,Titans,4320000,5000000,,5000000,9960000,3.8%,24250000
George Kittle,2024,49ers,1210000,9944575,,0,12204575,4.1%,13941176
Josh Sweat,2024,Eagles,1125000,6402000,,1125000,8027000,3.1%,10500000
Tyson Campbell,2024,Jaguars,1500000,4179110,,1500000,6132051,2.3%,17952941
Aaron Banks,2024,49ers,3066000,626110,,0,3742110,1.3%,3116000
Alaric Jackson,2024,Rams,4890000,0,,0,4346667,1.7%,4346667
Marshon Lattimore,2024,Commanders,1210000,0,,605000,605000,0.2%,605000
Trevon Diggs,2024,Cowboys,11000000,3000001,,11000000,14647059,5.6%,11647059
Marlon Humphrey,2024,Ravens,11750000,8127800,,6500000,22877800,9.0%,12000000
Ronnie Stanley,2024,Ravens,3000000,12668250,,3000000,17168250,6.8%,7500000
Jawaan Taylor,2024,Chiefs,11500000,7391666,,11500000,19391666,7.7%,20000000
Justin Fields,2024,Steelers,1616724,0,,3233448,3233448,1.3%,3233448
Roquan Smith,2024,Ravens,1125000,5718750,,1125000,9843750,3.9%,18000000
Taylor Decker,2024,Lions,1210000,8548000,,1710000,10958000,4.3%,18120000
Quenton Nelson,2024,Colts,19000000,6200000,,19000000,25200000,9.7%,19000000
Gregory Rousseau,2024,Bills,2242935,1450580,,2242935,3693515,1.4%,2242935
Robert Hunt,2024,Panthers,1125000,5300000,,1150000,6450000,2.5%,27650000
Osa Odighizuwa,2024,Cowboys,3116000,264762,,0,3380762,1.3%,3116000
Dion Dawkins,2024,Bills,2160000,8509833,,2160000,11509833,4.5%,13980000
Denzel Ward,2024,Browns,1125000,6839800,,1125000,12174212,4.2%,15853412
A.J. Terrell,2024,Falcons,3344000,5000000,,3344000,8344000,3.2%,28344000
Dan Moore Jr.,2024,Steelers,3366000,174475,,0,3540475,1.4%,3366000
Mike Evans,2024,Buccaneers,1210000,4358000,,1210000,5568000,2.2%,23666668
Garett Bolles,2024,Broncos,15750000,4800000,,3500000,20800000,8.1%,20000000
Chris Lindstrom,2024,Falcons,1250000,7750000,,1250000,9000000,3.5%,12500000
Saquon Barkley,2024,Eagles,1375000,2425000,,1375000,3800000,1.5%,15000000
Christian Barmore,2024,Patriots,1822128,4489503,,1822128,6311631,2.4%,19822128
Landon Dickerson,2024,Eagles,1055000,4932940,,1055000,5987940,2.3%,21000000
Trey Hendrickson,2024,Bengals,14800000,5166666,,0,20166666,7.6%,15000000
Fred Warner,2024,49ers,1125000,8388000,,0,12649000,4.3%,19500000
Jaire Alexander,2024,Packers,6650000,7876942,,8000000,23494589,8.8%,15579412
"Antoine Winfield, Jr.",2024,Buccaneers,4000000,4000000,,4000000,8000000,3.2%,24000000
Stefon Diggs,2024,Texans,1210000,4161000,,1210000,5876000,2.3%,22385000
Kerby Joseph,2024,Lions,1138628,212255,,0,1375883,0.5%,1163628
Kenny Clark,2024,Packers,10050000,14865000,,0,26365000,9.9%,28955882
Leonard Williams,2024,Seahawks,1250000,8300000,,1250000,10400000,4.0%,26950000
Davante Adams,2024,Jets,1210000,2090666,,806667,3227333,1.2%,11590000
Chris Godwin,2024,Buccaneers,18500000,7534000,,1500000,27534000,10.9%,20000000
Jordan Mailata,2024,Eagles,1125000,10241000,,1375000,11616000,4.5%,21625000
Jake Matthews,2024,Falcons,15500000,6273713,,15500000,21773713,8.4%,15500000
Daron Payne,2024,Commanders,15000000,5600000,,16010000,21610000,8.2%,16010000
Dexter Lawrence,2024,Giants,6000000,7134600,,6000000,14575776,5.6%,17205882
DeForest Buckner,2024,Colts,2250000,6100000,,2250000,8350000,3.2%,20250000
Calvin Ridley,2024,Titans,4490000,5000000,,4490000,10000000,3.8%,25000000
Andrew Van Ginkel,2024,Vikings,1780000,1400000,,2000000,3400000,1.3%,9000000
Terry McLaurin,2024,Commanders,15150000,5600000,,18250000,24100000,9.1%,18500000
"Michael Pittman, Jr.",2024,Colts,8000000,5000000,,13000000,18000000,6.9%,28000000
Trey Smith,2024,Chiefs,3366000,32676,,0,3398676,1.3%,3366000
Jeffery Simmons,2024,Titans,16500000,4800000,,16500000,21770588,8.4%,16941176
Andrew Thomas,2024,Giants,10000000,3835000,,15000000,19923235,7.7%,20027941
Deebo Samuel,2024,49ers,1125000,8908753,,1125000,12226753,4.1%,21922000
Patrick Surtain II,2024,Broncos,1055000,6151418,,3518565,9669983,3.8%,18518565
Rashan Gary,2024,Packers,1125000,8521135,,0,11146135,4.2%,9000000
Derrick Brown,2024,Panthers,1125000,5000000,,1625000,6625000,2.5%,26625000
Quinnen Williams,2024,Jets,14400000,4900000,,15500000,20400000,7.8%,15435294
Jalen Ramsey,2024,Dolphins,1210000,6745000,,1210000,7955000,3.1%,26100000
Alim McNeill,2024,Lions,3091000,2272578,,2060667,5388578,2.1%,13116000
Nico Collins,2024,Texans,1616000,4475730,,1616000,6643205,2.6%,19057180
Montez Sweat,2024,Bears,20900000,4085294,,20900000,25085294,9.7%,20900000
Nnamdi Madubuike,2024,Ravens,1125000,5975000,,1125000,7100000,2.8%,31000000
DeVonta Smith,2024,Eagles,1055000,7072381,,1055000,8127381,3.1%,21406554
Lane Johnson,2024,Eagles,1210000,10897000,,0,15865000,6.1%,20000000
Laremy Tunsil,2024,Texans,18000000,7500000,,18000000,25900000,10.0%,18400000
Jaycee Horn,2024,Panthers,1055000,3178572,,3538929,6717501,2.6%,3538929
Christian Darrisaw,2024,Vikings,1055000,5416572,,1055000,6471572,2.5%,19055000
Milton Williams,2024,Eagles,3116000,269124,,0,3385124,1.3%,3116000
Christian Wilkins,2024,Raiders,5000000,4800000,,5000000,10300000,3.9%,29212000
D.J. Moore,2024,Bears,3000000,4000000,,3000000,7200000,2.8%,23200000
Trent Williams,2024,49ers,1210000,19863777,,1210000,21835542,7.4%,47186176
Penei Sewell,2024,Lions,1446236,6721649,,1446236,8167885,3.2%,16446236
Josh Hines-Allen,2024,Jaguars,2000000,6400000,,2000000,11150000,4.2%,34970588
Tee Higgins,2024,Bengals,21816000,0,,21816000,21816000,8.2%,21816000
Derek Stingley Jr.,2024,Texans,985000,5596366,,3855684,9452050,3.7%,3855684
Brandon Aiyuk,2024,49ers,1125000,4600000,,1125000,5725000,1.9%,24125000
Tyreek Hill,2024,Dolphins,1210000,12728750,,19250000,32037574,12.5%,26250000
Amon-Ra St. Brown,2024,Lions,1366000,3496315,,1366000,4862315,1.9%,17866000
Chris Jones,2024,Chiefs,1250000,6000000,,1250000,7350000,2.9%,31250000
A.J. Brown,2024,Eagles,1125000,10705894,,1125000,11830894,4.6%,21000000
D.K. Metcalf,2024,Seahawks,1125000,9875000,,1125000,15000000,5.7%,13000000
Baker Mayfield,2024,Buccaneers,1125000,5775000,,1125000,6900000,2.7%,32500000
Sam Darnold,2024,Vikings,2500000,1250000,,2500000,5000000,1.9%,10000000
CeeDee Lamb,2024,Cowboys,1150000,7600000,,1150000,8750000,3.4%,39150000
Nick Bosa,2024,49ers,1125000,10000000,,1125000,14671000,4.9%,16766765
Justin Jefferson,2024,Vikings,1125000,7487600,,1125000,8612600,3.3%,38063000
Maxx Crosby,2024,Raiders,24500000,5101250,,24500000,30483250,11.7%,25152000
Danielle Hunter,2024,Texans,8000000,4200000,,8000000,13700000,5.3%,29500000
Derek Carr,2024,Saints,1210000,11458000,,1210000,12668000,4.9%,30000000
Matt Stafford,2024,Rams,23500000,16166666,,23500000,46166666,18.0%,36000000
Myles Garrett,2024,Browns,1210000,18958895,,1210000,20168895,7.0%,20203875
Geno Smith,2024,Seahawks,12700000,13500000,,12700000,26400000,10.1%,22500000
Ja'Marr Chase,2024,Bengals,1055000,4943571,,4862679,9806250,3.7%,4862679
Patrick Mahomes,2024,Chiefs,9850000,18258269,,16500000,37008269,14.7%,45750000
Kirk Cousins,2024,Falcons,12500000,12500000,,12500000,25000000,9.6%,62500000
Deshaun Watson,2024,Browns,1210000,26732678,,1210000,27942678,9.6%,46000000
Kyler Murray,2024,Cardinals,37000000,3518177,,35300000,49518177,18.4%,38850000
Jalen Hurts,2024,Eagles,1125000,4658800,,1125000,13558800,5.2%,40000000
Lamar Jackson,2024,Ravens,14250000,14650000,,14250000,32400000,12.8%,31750000
Justin Herbert,2024,Chargers,6000000,3224375,,6000000,19345675,7.4%,56606500
Brock Purdy,2024,49ers,985000,19253,,0,1004253,0.3%,985000
Jared Goff,2024,Lions,2611832,19600000,,7611832,27211832,10.6%,80611832
Tua Tagovailoa,2024,Dolphins,1125000,8400000,,1125000,9525000,3.7%,43125000
Josh Allen,2024,Bills,1125000,20251281,,1125000,30356281,11.9%,36500000
Joe Burrow,2024,Bengals,10714982,7836130,,10714982,29551112,11.2%,65714982
Jordan Love,2024,Packers,3500000,16757731,,3500000,20757731,7.8%,79000000
Trevor Lawrence,2024,Jaguars,1500000,7500000,,1500000,15029725,5.6%,39000000
