player_name,year,team,base_salary,prorated_bonus,,guaranteed_salary,capnumber,cap_percent,cash_paid
Charley Hughlett,2024,Browns,1210000,173000,,0,1383000,0.5%,1210000
Christian Kuntz,2024,Steelers,1055000,108333,,,1163333,0.5%,1380000
Reid Ferguson,2024,Bills,1210000,2500,,0,1212500,0.5%,1210000
Jake McQuaide,2024,Dolphins,1210000,0,,,164167,0.1%,201667
Tyler Ott,2024,Commanders,1210000,133333,,1210000,1418333,0.5%,1685000
Thomas Hennessy,2024,Jets,1210000,175000,,670000,1385000,0.5%,1210000
James Winchester,2024,Chiefs,1210000,167500,,985000,1152500,0.5%,1377500
Josh Harris,2024,Chargers,1210000,200000,,50000,1460000,0.6%,1260000
Joe Cardona,2024,Patriots,1210000,250000,,435000,1553000,0.6%,1274000
Aaron Brewer,2024,Cardinals,1210000,83750,,0,1152500,0.4%,1377500
Morgan Cox,2024,Titans,1210000,167500,,985000,1152500,0.4%,1377500
J.J. Jansen,2024,Panthers,1210000,167500,,985000,1152500,0.4%,1377500
Jack Browning,2024,Buccaneers,795000,,,,88333,0.0%,88333
Matthew Hayball,2024,Saints,795000,3333,,25000,798333,0.3%,805000
Matt Araiza,2024,Chiefs,795000,,,,795000,0.3%,795000
Ethan Evans,2024,Rams,915000,27000,,,942000,0.4%,915000
Tory Taylor,2024,Bears,795000,186975,,,981975,0.4%,1542900
Mitch Wishnowsky,2024,49ers,1125000,770000,,0,1945000,0.7%,2275000
Logan Cooke,2024,Jaguars,1950000,600000,,0,2600000,1.0%,2000000
Jake Bailey,2024,Dolphins,1125000,550000,,1125000,1675000,0.7%,2225000
Jonathan Garvin,2024,49ers,302400,0,,,117600,0.0%,117600
Ryan Rehkow,2024,Bengals,795000,,,,795000,0.3%,795000
Jack Fox,2024,Lions,2975000,850000,,2083333,3975000,1.5%,3275000
A.J. Cole,2024,Raiders,3017000,400000,,0,3517000,1.3%,3017000
A.J. Finley,2024,Seahawks,915000,,,,305000,0.1%,305000
J.K. Scott,2024,Chargers,1800000,410000,,300000,2510000,1.0%,2100000
Matt Orzech,2024,Packers,1125000,,,,687500,0.3%,687500
Corey Bojorquez,2024,Browns,1125000,437500,,1125000,1562500,0.5%,2000000
Jamie Gillan,2024,Giants,1630000,500000,,250000,2400000,0.9%,1900000
Tommy Townsend,2024,Texans,1125000,1000000,,0,2225000,0.9%,3225000
Riley Dixon,2024,Broncos,1735000,300000,,0,2035000,0.8%,1735000
Pat O'Donnell,2024,49ers,1210000,0,,0,437778,0.1%,537778
